question_id,question_text,decomposition,split
CLEVR_train_12927,are the two larger objects made from the same material?,return objects ;return #1 that  are larger ;return materials that  #2 are made from ;return if  the  two #3 are the same,train
DROP_train_history_1402_435a0cbb-b652-44e9-8ce4-90becfbaff09,Who was André Deslandes-Boureau's father-in-law?,return André Deslandes-Boureau ;return father-in-law of #1,train
ATIS_train_2956,how much is a flight from washington to boston ,return flights ;return #1 from  washington ;return #2 to boston ;return how  much are #3,train
COMQA_train_cluster-650-2,what is the sea located between italy and greece?,return sea ;return italy ;return greece ;return #1 that is located between both  #2 and #3,train
CLEVR_train_2564,What two cylinders have the same colors?,return cylinders ;return colors of #1 ;return number of  #1 for each #2 ;return #2 where #3 is  two ;return #1 where #2 is  #4,train
COMQA_train_cluster-1659-1,what country was invaded on september 1 1939?,return countries ;return #1 that was  invaded on september 1 1939,train
NLVR2_train_train-5527-2-1,If there is a dog laying in the grass next to another dog,return dog  ;return grass ;return #1 laying in  #2 ;return another #1 ;return If #3 is  next to #4,train
COMQA_train_cluster-651-1,when did frederick banting get his nobel prize?,return frederick banting get his nobel prize ;return date of #1,train
NLVR2_train_train-5033-2-1,If there are at least two piglets lying down.,return piglets ;return #1 that are lying down ;return the  number of  #2 ;return if  #3 is at least two,train
NLVR2_train_train-942-1-1,If there are only two sea anemones,return sea anemones ;return the  number of  #1 ;return if  #2 is equal to  two,train
CLEVR_train_5573,What is the number of shiny spheres?,return shiny spheres ;return number of #1,train
ATIS_train_4321,i'd like to see all flights from pittsburgh to philadelphia again ,return flights ;return #1 from  pittsburgh ;return #2 to philadelphia,train
ATIS_train_1639,show flights from dallas to san francisco ,return flights ;return #1 from dallas ;return #2 to  san francisco,train
DROP_train_history_802_ff4c9b7e-b738-4c9d-8e57-c17e40d4d83a,How many years between the time Saint Jean de Brébeuf traveled to New France and the time he returned to France?,return the  time Saint Jean de Brébeuf traveled to New France ;return the  time Saint Jean de Brébeuf returned to France ;return year of #1 ;return year of #2 ;return difference of #3 and  #4,train
SPIDER_train_995,What are the average enrollment size of the universities that are founded before 1850?,return universities ;return #1 founded before 1850 ;return enrollment size of  #2 ;return average of  #3,train
COMQA_train_cluster-270-1,when was wilks booth killed?,return wilks booth ;return when  was  #1 killed,train
NLVR2_train_train-11656-1-0,If both dogs are standing on all four feet.,return dogs ;return feet of #1 ;return #2 that #1 are standing on ;return number of  #3 for each  #1 ;return #1 where  #4 is equal to  four ;return number of  #5 ;return if  #6 is equal to  two,train
NLVR2_train_train-6629-2-1,If there are three total shoes in the pair.,return shoes ;return number of  #1 ;return if  #2 is equal to  three,train
NLVR2_train_train-1173-1-1,"If the left image shows no less than three spaniel puppies, and the right image shows just one spaniel sitting",return the  left image  ;return spaniels in  #1 ;return #2 that are puppies ;return number of  #3 ;return if  #4 is at least three ;return the  right image  ;return spaniels in  #6 ;return #7 that are sitting ;return number of  #8 ;return if  #9 is equal to  one ;return if  both  #5 and #10 are true,train
NLVR2_train_train-5155-2-1,"If the right image features a blue-and-yellow parrot only, and the left image includes at least one red-headed parrot.",return the  right image  ;return parrots in  #1 ;return #2 that are blue-and-yellow ;return #2 besides  #3 ;return number of  #4 ;return if  #5 is equal to  zero ;return the  left image  ;return parrots in  #7 ;return #8 that are red-headed ;return number of  #9 ;return if  #10 is at least one ;return if  both  #6 and #11 are true,train
SPIDER_train_5275,What is the headquarter of the company whose founder is James?,return companies ;return founders of  #1 ;return #2 that  is  James ;return company with #3 ;return headquarters of  #4,train
CLEVR_train_17693,are all the balls shiny?,return balls ;return #1 that  are shiny ;return number of #1 ;return number of #2 ;return is  #3 the same as #4,train
ATIS_train_1681,please list all the arriving and departing flights from general mitchell international ,"return flights ;return #1 arriving to  general mitchell international ;return #1 departing from general mitchell international ;return #2 ,  #3",train
CLEVR_train_14150,What color has the most shiny objects?,return objects ;return #1 that  are shiny ;return colors of #2 ;return number of  #2 for each #3 ;return #3 where #4 is  the  highest,train
CLEVR_train_12243,Are there more cubes or spheres?,"return cubes ;return spheres ;return #1 , #2 ;return number of #3 ;return #3 where #4 is  highest",train
NLVR2_train_train-12690-3-1,"If an image shows a single upright binder, which is dark burgundy-brownish in color.",return binder ;return #1 that is upright ;return color of #2 ;return #2 where  #3 is dark burgundy-brownish ;return images ;return number of  #2 for each  #5 ;return #5 where  #6 is equal to  one ;return number of  #4 for each  #7 ;return #7 where  #8 is equal to  one ;return number of  #9 ;return if  #10 is at least one,train
DROP_train_nfl_1701_837c99e1-0f29-4f04-8be1-1befb796fc5a,How many total yards did Feely have?,return Feely ;return yards of #1 ;return sum of #2,train
CLEVR_train_3008,How many objects are pictured?,return objects pictured ;return number of  #1,train
NLVR2_train_train-2250-3-0,If there is nothing playing on at least one of the screens.,return screens ;return #1 that have  nothing playing ;return number of #2 ;return if  #3 is  at least one,train
NLVR2_train_train-5835-0-1,If there are three dogs shown,return dogs ;return number of #1 ;return if  #2 is  equal to three,train
CLEVR_train_15324,"Of the two cylinders, do they have the non shiny finish on them?",return cylinders ;return finishes of #1 ;return if  #2 is  non shiny,train
DROP_train_nfl_500_a1f656cb-0bfe-4496-a10d-87808840ede6,How many passes did Donald Lee receive?,return Donald Lee ;return passes received of #1 ;return number of  #2,train
NLVR2_train_train-4814-3-0,If there are at most three boar piglets.,return piglets ;return #1 that are boar ;return the  number of  #2 ;return if  #3 is at most three,train
CLEVR_train_11368,What color has a large and small version of the same shape?,return shapes ;return #1 that  are large ;return #1 that  are small ;return which  #1 are of both #2 and  #3 ;return color of #4,train
NLVR2_train_train-8722-3-1,If one of the graduates is standing at a podium.,return graduates ;return podium ;return #1 standing at #2 ;return the  number of  #3 ;return if  #4 is equal to  one,train
SPIDER_train_5883,What are the details of all sales and purchases?,"return sales ;return purchases ;return #1 ,  #2 ;return details of  #3",train
CLEVR_train_10903,What color is the smallestt object without an edge?,return objects ;return #1 without an edge ;return the  smallestt #2 ;return the  color of #3,train
ATIS_train_1902,what are the flights from montreal to chicago ,return flights ;return #1 from montreal ;return #2 to  chicago,train
COMQA_train_cluster-1112-4,what is the area of russia?,return russia ;return area of #1,train
NLVR2_train_train-13044-3-1,If one of the sea creatures is yellowish in color and the other is pink.,return sea creatures ;return color of #1 ;return #1 where  #2 is yellowish ;return #1 where  #2 is pink ;return number of  #3 ;return number of  #4 ;return if  #5 is equal to  one ;return if  #6 is equal to  one ;return if  both  #7 and #8 are true,train
SPIDER_train_5619,"Find the names of swimmers who has a result of ""win"".",return swimmers ;return #1 with  result of  win ;return the name of  #2,train
GEO_train_41,which state is the city denver located in ,return cities ;return #1 same as denver ;return state of  #2,train
NLVR2_train_train-305-3-0,If two of the soccer balls are pink.,return soccer balls ;return #1 that are pink ;return the  number of  #2 ;return if  #3 is equal to  two,train
ATIS_train_4068,show me the flights from tacoma to miami after 6pm ,return flights ;return #1 from tacoma ;return #2 to  miami ;return #3 after 6pm,train
NLVR2_train_train-1790-1-1,If the right image has three women standing outside.,return the  right image ;return women in  #1 ;return #2 that are standing outside ;return number of  #3 ;return if  #4 is equal to  three,train
NLVR2_train_train-10437-2-1,"If each image contains a single sneaker, and the sneakers in the right and left images face the same direction.",return images ;return sneakers in  #1 ;return number of  #2 for each  #1 ;return #1 where  #3 is equal to  one ;return number of  #4 ;return number of  #1 ;return if  #5 is equal to  #6 ;return the  left image ;return the  right image ;return sneaker in  #8 ;return sneaker in  #9 ;return direction face of #10 ;return direction face of #11 ;return if  #12 is the  same as #13 ;return if  both  #7 and #14 are true,train
CLEVR_train_1044,Is there a small blue ball in the back?,return small ball ;return #1 that is blue ;return #2 in  the  back ;return number of  #3 ;return if #4 is higher than zero,train
NLVR2_train_train-6127-1-0,If an image shows pins arranged like spokes forming a circle.,return pins ;return #1 that are  arranged like spokes forming a  circle ;return if  #2 are  in  an image,train
SPIDER_train_1286,How many games are free of injury accidents?,return games ;return #1 with  injury accidents ;return #1 besides #2 ;return number of #3,train
DROP_train_nfl_3340_de28219c-e663-4250-ac76-000834f0d484,Which player helped the Lions tie the score in the second quarter?,return the  Lions ;return player that helped tie the  score in  the   second quarter of #1,train
CLEVR_train_11842,How many other objects are the same material as the green object?,return objects ;return #1 that is green ;return #1 besides  #2 ;return material of #2 ;return material of #3 ;return #3 where #4 is the  same as #5 ;return number of  #6,train
SPIDER_train_6650,How many staff live in state Georgia?,return staff ;return #1 that  live in Georgia ;return number of  #2,train
NLVR2_train_train-672-1-1,"If there are only two dogs, and both of them are showing their tongues.",return dogs ;return tongues of #1 ;return #1 that are showing #2 ;return number of  #1 ;return number of  #3 ;return if  #4 is equal to  two ;return if  #5 is equal to  two ;return if  both  #6 and #7 are true,train
COMQA_train_cluster-258-2,what was the first book christian hans andresen wrote?,return christian hans andresen ;return books of #1 ;return first of #2,train
CWQ_train_WebQTrn-2455_de40ae5c19448f10f37e3b0805ea3e37,What university is home to Pittsburgh Cancer Institute and was Kurt Vonnegut's almamater?,return Pittsburgh Cancer Institute ;return university that is home to #1 ;return #2 that was  Kurt Vonnegut 's almamater,train
COMQA_train_cluster-404-1,name at least four presidents of the us that were born in ohio?,return the  us ;return presidents of #1 ;return #2 that were born in  ohio,train
DROP_train_history_2594_69ac71f1-50e4-43d5-aa7b-056428323066,How many people more did the Whites have than Asians?,return people ;return #1 that are White ;return #1 that are Asian ;return number of  #2 ;return number of  #3 ;return difference of #4 and  #5,train
COMQA_train_cluster-2286-1,who are the current senators and representatives of hawaii?,"return hawaii ;return senators of #1 ;return representatives of #1 ;return #2 , #3",train
SPIDER_train_1258,"Show the apartment type code that has the largest number of total rooms, together with the number of bathrooms and number of bedrooms.","return apartments ;return type codes of   #1 ;return rooms of   #2 ;return number of  #3 for each #2 ;return #2 where #4 is highest ;return bathrooms of   #5 ;return bedrooms of   #5 ;return number of  #6 ;return number of  #7 ;return #5 ,  #8 ,   #9",train
NLVR2_train_train-8892-3-0,If 2 walking dogs have curled tails.,return dogs ;return #1 that are walking ;return tail of #2 ;return #2 where  #3 is curled ;return number of  #4 ;return if  #5 is equal to  two,train
CLEVR_train_1070,Are there more red cubes than green cubes?,return cubes  ;return #1 that  are red ;return #1 that  are green ;return number of  #2 ;return number of  #3 ;return if  #4 is  more than  #5,train
SPIDER_train_5724,Find the number of students in each major.,return major ;return students in #1 ;return number of #2 for each #1,train
NLVR2_train_train-10890-3-0,If an image shows at least three blue balloons displayed with knot ends joined at the center.,return image ;return balloons of #1 ;return #2 that are blue ;return knot ends of #3 ;return #3 where  #4 are joined at the  center ;return the  number of  #5 ;return if  #6 is at least three,train
NLVR2_train_train-9239-3-0,If the left and right image contains the same number of wall hanging soap dispensers.,return soap dispensers ;return wall ;return #1 hanging on #2 ;return #3 in  the  left image ;return #3 in  the  right image ;return number of #4 ;return number of #5 ;return if  #6 is  equal to #7,train
NLVR2_train_train-266-2-0,If the left image contains exactly one panda.,return left image ;return panda in  #1 ;return number of  #2 ;return if  #3 is equal to  one,train
CWQ_train_WebQTrn-3212_a7772ed9b3c3d89b8c008f266ee0d86a,What movie starring Jenna Dewan that was filmed in Los Angeles?,return Jenna Dewan ;return movie of #1 ;return #2 that was  filmed in  Los Angeles,train
NLVR2_train_train-4055-2-0,"If in at least one image, the container on the far right contains a reddish liquid.",return container ;return #1 that is on the  far right ;return liquid that #2 contains ;return #2 where  #3 is reddish ;return if  #4 is in  at least one image,train
SPIDER_train_5912,Find the names and opening hours of the tourist attractions that we get to by bus or walk.,"return tourist attractions ;return #1 that we get to by bus ;return #1 that we walk to ;return #2 ,  #3 ;return the  names of #4 ;return the  opening hours of #4 ;return #5 ,  #6",train
CLEVR_train_6973,What is the shape of the thing that has the same color as the green sphere?,return things ;return green sphere ;return colors of #1 ;return color of #3 ;return #1 where #3 is  the   same as #4 ;return shape of #5,train
NLVR2_train_train-8109-2-1,If an image shows three multicolor guinea pigs posed side-by-side outdoors with greenery in the picture.,return images ;return guinea pigs in  #1 ;return #2 that are multicolor ;return #3 that are posed side-by-side ;return #4 that are outdoors ;return greenery in  #1 ;return #5 with #6 ;return number of  #7 for each  #1 ;return #1 where  #8 is equal to  three ;return number of  #9 ;return if  #10 is equal to  one,train
DROP_train_history_766_aab69d6f-56f1-43b1-9ca0-4c453609027e,How many fewer million ducats did the Metz campaign cost than what Charles V borrowed?,return the  Metz campaign ;return cost in  millions of ducats of  #1 ;return Charles V ;return millions of ducats borrowed of  #3 ;return the  difference of #2 and  #4,train
DROP_train_history_1924_11f2c594-3e8c-45d9-b13d-62217270e022,How many cultivators and marginal cultivators are there according to the census?,return the  census ;return cultivators  according to #1 ;return marginal cultivators  according to #1 ;return number of  #2 ;return number of  #3 ;return sum of #4 and  #5,train
CWQ_train_WebQTrn-3217_20304f2b6fe804d610f275324b4b9347,"Which writers influenced Charles Dickens, that was buried in PÃ¨re Lachaise Cemetery?",return writers ;return #1 that influenced Charles Dickens ;return where was  #2 buried ;return #2 where #3 is PÃ¨re Lachaise Cemetery,train
NLVR2_train_train-3902-3-0,If there is exactly three tennis shoes.,return tennis shoes ;return the  number of  #1 ;return if  #2 is equal to  three,train
CLEVR_train_685,Are there more large objects than purple objects?,return large objects  ;return purple objects  ;return number of #1 ;return number of #2 ;return is  #3 higher than #4,train
SPIDER_train_1342,Find the title of courses that have two prerequisites?,return courses ;return prerequisites of  #1 ;return number of #2 for each #1 ;return #1 where  #3 is  two ;return titles of  #4,train
NLVR2_train_train-9353-2-0,If at least one knee pad tells you which knee to put it on.,return knee  pads ;return #1 that tell you which knee  to  put it on ;return number of  #2 ;return if  #3 is at least one,train
ATIS_train_611,what's the fare from washington to boston ,return flights ;return #1 from  washington ;return #2 to boston ;return fares of #3,train
SPIDER_train_255,What are the names of actors ordered descending by the year in which their musical was awarded?,return actors ;return names of #1 ;return musicals of #1 ;return years awarded of #3 ;return #2 sorted by #4 in  descending order,train
CLEVR_train_4914,Does the red sphere have the same color as the big cube?,return red sphere ;return big cube ;return color of #1 ;return color of #2 ;return is  #3 the   same as #4,train
DROP_train_history_1490_e0f3c12e-0d6a-4510-b9e5-1da55d76aa3b,"Where did Toungoo turn its attention to conquering first, Arakan or Siam?","return Toungoo turn its attention to conquering Arakan ;return Toungoo turn its attention to conquering Siam ;return when  was  #1 ;return when  was  #2 ;return which is the  lowest of #3 ,  #4",train
DROP_train_nfl_616_9946c5b2-7d87-4f5b-ba65-7f25d4370e96,How many yards longer was the longest TD pass of the game than the shortest?,return TD pass ;return the  yards of #1 ;return the  longest of #2 ;return the  shortest of #2 ;return the  difference of #3 and  #4,train
COMQA_train_cluster-64-5,what years was roosevelt president?,return roosevelt ;return years that #1 was  president,train
ATIS_train_2035,i need a flight from san francisco to philadelphia ,return flights ;return #1 from san francisco ;return #2 to  philadelphia,train
SPIDER_train_1312,What is the date of the performance with the highest number of attendees?,return performances ;return the  number of  attendees for each  #1 ;return #1 where #2 is  the  highest ;return the  date of  #3,train
CLEVR_train_16372,Is the object to the left of the cylinder the same as the one to the left of the cube?,return cylinder ;return cube ;return object ;return #3 to  the   left of #1 ;return #3 to  the   left of #2 ;return if  #4 is  same as #5,train
CLEVR_train_2594,what color is the cylinder that is the same material as the sphere?,return sphere ;return cylinders ;return material of #1 ;return materials of #2 ;return #2 where #3 is  the same as #4 ;return color of #5,train
NLVR2_train_train-7540-1-1,"If three girls stand side-by-side in bikini tops, and all wear the same color bottoms.",return girls ;return bikini tops ;return #1 in  #2 ;return #3 that stand side-by-side ;return number of #4 ;return if  #5 is  equal to three ;return bikini bottoms of  #4 ;return colors of  #7 ;return if  #8 are  the  same ;return if  both  #6 and #9 are  true,train
COMQA_train_cluster-2241-1,when did denzel washington get his first oscar?,return denzel washington ;return oscars of #1 ;return date of #2 ;return the  lowest of #3,train
SPIDER_train_2497,What are the movie titles with the highest average rating and what are those ratings?,"return movies ;return ratings of  #1 ;return average of  #2 for each  #1 ;return #1 where #3 is  highest ;return titles of  #4 ;return ratings of  #4 ;return #5 ,  #6",train
NLVR2_train_train-2349-0-0,If one image contains one left-facing doberman with pointy ears and docked tail standing in profile and wearing a vest-type harness.,return doberman ;return #1 that is left-facing ;return ears of #2 ;return #2 where  #3 are pointy ;return tail of #4 ;return #4 where  #5 is docked ;return #6 that is standing in  profile ;return harness ;return #8 that is vest-type ;return #7 that is wearing #9 ;return number of  #10 ;return if  #11 is equal to  one,train
CLEVR_train_7456,Is the blue cube bigger than the gray cylinder?,return blue cube ;return gray cylinder ;return size of #1 ;return size of #2 ;return if #3 is bigger than #4,train
ATIS_train_1239,show me the flights from newark new jersey to ontario international next saturday ,return flights ;return #1 from  newark new jersey ;return #2 to ontario international ;return #3 next saturday,train
SPIDER_train_5213,"How many different instruments are used in the song ""Le Pop""?",return songs ;return instruments used in #1 ;return #2 where  #1 is  Le Pop ;return different #3 ;return number of #4,train
ATIS_train_566,give me the round trip coach fare from dallas to baltimore ,return fares ;return coach #1 ;return round trip #2 ;return #3 from  dallas to baltimore,train
NLVR2_train_train-3326-2-1,If exactly six little dogs are shown.,return dogs ;return #1 that are little ;return number of  #2 ;return if  #3 is equal to  six,train
DROP_train_history_2053_7c41554b-37a6-4e87-a3f7-c8d4f621e8dd,"What was declared eradicated first, rinderpest or smallpox?","return rinderpest declared eradicated ;return smallpox declared eradicated ;return when  was  #1 ;return when  was  #2 ;return which is lowest of #3 ,  #4",train
NLVR2_train_train-5356-1-1,If at least one big horn sheep is looking down over the edge of a tall cliff.,return big horn sheep ;return cliff ;return #2 that is tall ;return the  edge of #3 ;return #1 looking down over #4 ;return number of  #5 ;return if  #6 is at least one,train
NLVR2_train_train-1790-1-1,If the right image has three women standing outside.,return the  right image ;return women in  #1 ;return #2 that are standing outside ;return number of  #3 ;return if  #4 is equal to  three,train
NLVR2_train_train-11439-3-0,If a dog is sitting on a cloth.,return dog ;return a  cloth ;return if  #1 is  sitting on #2,train
DROP_train_history_2114_4433bf16-e720-491b-9e27-5175ad94863a,How many points did the Redskins beat the Lions by?,return the  Redskins ;return points that #1 beat the  Lions by,train
NLVR2_train_train-7277-1-0,"If the left image includes a horizontal row of at least five bottles of the same size and shape, but in different fragrance varieties.",return the  left image ;return bottles in  #1 ;return #2 in  a  horizontal row ;return sizes of #3 ;return #3 where  #4 are the  same ;return shapes of #3 ;return #3 where  #6 are the  same ;return #3 in  both  #5 and #7 ;return fragrance varieties of #8 ;return #8 where  #9 are different ;return number of  #10 ;return if  #11 is at least five,train
ATIS_train_886,is us us air ,return us  ;return us  air ;return is  #1 the same as #2,train
CLEVR_train_3264,What color are there the most things of?,return colors ;return things of #1 ;return number of #2 for each #1 ;return #1 where #3 is  highest,train
NLVR2_train_train-1857-1-1,If both dogs are indoors.,return dogs ;return #1 that are  indoors ;return number of #2 ;return if  #3 is  equal to two,train
CLEVR_train_9794,What object is there the most of?,return object ;return #1 that  there  is  the most of,train
DROP_train_nfl_2333_c3c9c324-cb23-4fa5-bab0-41a5fb524d3b,How many yards difference was there between Gould's longest field goal kick and Graham's?,return Gould ;return Graham ;return field goal kicks of #1 ;return field goal kicks of #2 ;return yards of #3 ;return yards of #4 ;return the  longest of #5 ;return the  longest of #6 ;return the  difference of #7 and  #8,train
DROP_train_history_1687_8668a3d3-4373-4860-a861-f8de08b29ca0,How many names were given to Fourth Enemy Offensive?,return Fourth Enemy Offensive ;return names of #1 ;return number of  #2,train
DROP_train_history_578_54f87c5b-4eb9-454c-b53d-806f5111e950,How many total men and officers repaired and rebuilt the fort?,return men ;return officers ;return #1 that repaired and  rebuilt the  fort ;return #2 that repaired and  rebuilt the  fort ;return number of  #3 ;return number of  #4 ;return sum of #5 and  #6,train
CWQ_train_WebQTrn-2196_7d2ebbf593f0ed7e1643164772f145d5,In which year after 1970 did the Orioles play in the World Series?,return the  Orioles ;return World Series in  which #1 play ;return years of #2 ;return #3 that are after 1970,train
NLVR2_train_train-4714-0-0,If one photo shows a large group of yellow-tinted jellyfish.,return jellyfish ;return #1 that are yellow-tinted ;return group of #2 ;return #3 that is large ;return if  #4 is in  one photo,train
COMQA_train_cluster-182-3,what is switzerland next to?,return switzerland ;return what is #1 next to,train
NLVR2_train_train-2435-1-0,If the left and right image contains the same number of people in the barber shop with at least one being a woman.,return the  left image ;return people in  #1 ;return barber shop in  #1 ;return #2 in  #3 ;return #4 that are women ;return number of  #4 ;return number of #5 ;return the  right image ;return people in  #8 ;return barber shop in  #8 ;return #9 in  #10 ;return #11 that are women ;return number of  #11 ;return number of  #12 ;return sum of #7 and #14 ;return if  #6 is equal to  #13 ;return if  #15 is at least one ;return if  both  #16 and #17 are true,train
CLEVR_train_703,What color is the object that is not yellow?,return objects ;return #1 that  are yellow ;return #1 besides #2 ;return the  color of #3,train
CLEVR_train_5506,What color is the metallic object that is to very top of the picture?,return objects ;return #1 that is to very top ;return #2 that is metallic ;return color of  #3,train
CLEVR_train_11813,Are there more metal or rubber squares?,"return metals squares ;return rubber squares ;return number of  #1 ;return number of  #2 ;return which  is  highest of #3 ,  #4",train
CLEVR_train_17169,How many cylinders are to the right of the large brown sphere?,return cylinders ;return sphere ;return #2 that  is  large ;return #3 that  is  brown ;return #1 to  the  right of #4 ;return number of  #5,train
CLEVR_train_11726,What is the shape of the item between a purple sphere and a purple cube?,return sphere ;return #1 that  are purple  ;return cubes ;return #3 that  are purple ;return items ;return #5 that  are between a  #2 and a #4 ;return the  shape of #6,train
DROP_train_history_702_a9b1d2a8-1b45-480d-88be-e7ed57127fa9,How many days did it take the Romanians to capture 1235 Hungarian officers and their soldiers?,return the  Romanians did capture 1235 Hungarian officers and  their soldiers ;return days of #1 ;return number of  #2,train
NLVR2_train_train-5578-2-0,If someone is carrying a book next to someone who isn't carrying a book.,return someone ;return book ;return #1 carrying  #2 ;return #1 besides  #3 ;return if  #3 is next to  #4,train
CLEVR_train_16600,How many cylinders are metallic in color?,return cylinders ;return #1 that  are metallic ;return number of #2,train
CLEVR_train_2902,Are there any other objects with the same shape and size as the small metallic cube?,return the  small metallic cube ;return shape of #1 ;return size of #1 ;return objects ;return #4 besides #1 ;return shapes of #5 ;return size of #5 ;return #5 where  #6 is  the  same as #2 ;return #5 where  #7 is  the  same as #3 ;return #5 in  both  #8 and #9 ;return if  there  are any #10,train
DROP_train_history_1937_74069da8-fb1b-471d-937b-7dc2a08f31a7,How many percentage points of households were considered families?,return households ;return #1 that were considered families ;return percentage of #2,train
NLVR2_train_train-3554-3-1,If there is one dog with a red collar around its neck.,return dog ;return neck of #1 ;return collar ;return #3 that is red ;return #1 that has #4 around #2 ;return the  number of  #5 ;return if  #6 is equal to  one,train
SPIDER_train_6361,Show the school name and type for schools without a school bus.,"return schools ;return #1 without buses ;return school names of  #2 ;return types of  #2 ;return #3 ,  #4",train
DROP_train_history_4107_55f26a72-49b8-4efe-91b0-d313579b01fc,"In a 2006 poll, was Universitario most popular or Alianza Lima?","return Universitario ;return Alianza Lima ;return how popular was  #1 ;return how popular was  #2 ;return #3 in  a 2006 poll ;return #4 in  a 2006 poll ;return which is the  highest of #5 ,  #6",train
CLEVR_train_8014,what is the purple object?,return purple object ;return what is  #1,train
CLEVR_train_10349,What color is the only sphere present?,return sphere ;return color of #1,train
CLEVR_train_17283,Is there a shadow behind the green cube?,return cubes ;return #1 that is green ;return shadows ;return is there  a #3 behind #2,train
CLEVR_train_3710,What color is the metallic sphere behind the large cyan sphere and to the right of the large blue metallic cube?,return sphere  ;return #1 that  is  metallic  ;return #1 that  is  large ;return #3 that  is  cyan ;return cubes ;return #5 that  is  large ;return #6 that  is  blue ;return #7 that  is  metallic  ;return #2 behind #4 ;return #9 to  the   right of #8 ;return color of #10,train
CLEVR_train_16188,How many objects are either made of metal or the color red?,return objects ;return #1 made of metal ;return #1 that  are red ;return number of #2 ;return number of #3 ;return #4 or  #5,train
ATIS_train_1411,i would like to see all flights from denver to philadelphia ,return all flights ;return #1 from  denver ;return #2 to philadelphia,train
DROP_train_history_653_f5a5f2bf-cd44-48cb-b77b-4ac1bbfeb7eb,How many years after Greece and Kazakhstan establish diplomatic relations did Kazakhstan open an embassy in Athens?,return Greece and  Kazakhstan did establish diplomatic relations ;return Kazakhstan did open an embassy in  Athens ;return year of #1 ;return year of #2 ;return difference of #3 and  #4,train
CLEVR_train_7298,Are the two small cubes both shiny?,return cubes ;return size of #1 ;return #1 where #2 is small ;return #3 that are shiny ;return is #4 equal to two,train
SPIDER_train_6268,What is id of the city that hosted events in the most recent year?,return cities ;return #1 that  hosted events ;return #2 in the  most recent year ;return id of  #3,train
DROP_train_nfl_1299_4ba9f6b1-414a-4a34-ae76-a7e84914e80e,How many field goals did the Giants kick in the first half?,return Giants ;return field goals of #1 ;return #2 in  the  first half ;return number of  #3,train
NLVR2_train_train-214-2-1,If only two pencil cases are visible in the pair of images.,return images ;return pencil cases in  #1 ;return number of  #2 ;return if  #3 is equal to  two,train
CLEVR_train_12245,How many matte things are in the image?,return things in  the  image ;return #1 that are matte ;return number of  #2,train
SPIDER_train_202,"What are the days that had the smallest temperature range, and what was that range?","return days ;return the  temperature ranges of #1 ;return the  smallest of #2 ;return #1 where #2 is  #3 ;return #4 ,  #3",train
DROP_train_history_2115_25f99169-f666-4b7c-a5fc-a5dae85d1eac,How many points did the Vikings lose by against the Falcons?,return the  Vikings ;return the  Falcons ;return points of #1 ;return points of #2 ;return the  difference of #3 and  #4,train
SPIDER_train_219,What are the distinct publishers of publications with price higher than 5000000?,return publications ;return prices of  #1 ;return #1 where #2 is  higher than 5000000 ;return distinct publishers of  #3,train
DROP_train_nfl_205_ba0a43ac-7ce8-43d4-922f-f122b59d0f75,What was the biggest play?,return plays ;return biggest of #1,train
DROP_train_history_1609_70b91a19-27f0-4b52-b8c5-e30440aab46a,"Which were there more of, clergymen or retired soldiers?","return clergymen ;return soldiers ;return #2 that are retired ;return number of  #1 ;return number of  #3 ;return which is highest of #4 ,  #5",train
CWQ_train_WebQTrn-40_4b1d60ccffc9dee31b037c7ca30fe7d9,What is the name of the actor who played Mrs. Flax's son?,return Mrs. Flax ;return son of #1 ;return actor of #2 ;return name of #3,train
CLEVR_train_16544,Are there more spheres or blocks in this photo?,"return blocks ;return spheres ;return number of #1 ;return number of #2 ;return which  is  more #3 , #4",train
ATIS_train_300,is there a delta flight from boston to san francisco that stops in denver ,return flights ;return #1 on delta ;return #2 from  boston ;return #3 to san francisco ;return #4 that stop in  denver ;return number of  #5 ;return if #6 is at least one,train
SPIDER_train_4934,"Find all the product whose name contains the word ""Scanner"".",return products ;return names of #1 ;return #1 where #2 contains the  word Scanner,train
DROP_train_history_1803_224e71c4-f680-45b5-94c9-c64c131b2eb5,Which were the least type of people killed by the SS Cavalry Regiment 1?,return the  SS Cavalry Regiment 1 ;return people killed by #1 ;return types of people of  #2 ;return number of  #2 for each #3 ;return #3 where #4 is the  lowest,train
NLVR2_train_train-8883-2-1,If one image contains two each of three different colors of barbell-shaped weights.,return images ;return weights in  #1 ;return #2 that are barbell-shaped ;return different colors of #3 ;return number of  #3 for each  #4 ;return #4 where  #5 is equal to  two ;return number of  #6 for each  #1 ;return #1 where  #7 is equal to  three ;return number of  #8 ;return if  #9 is equal to  one,train
GEO_train_78,what rivers do not run through tennessee ,return rivers ;return #1 that  run through tennessee ;return #1 besides  #2,train
ATIS_train_3985,continental airlines on saturday from chicago to seattle ,return continental airlines ;return #1 on  saturday ;return #2 from  chicago ;return #3 to seattle,train
NLVR2_train_train-10543-2-0,If there are 5 dogs sitting in a row on the grass while wearing collars,return dogs ;return #1 that are sitting in  a  row ;return grass ;return #2 that are on #3 ;return collars ;return #4 that are wearing #5 ;return number of  #6 ;return if  #7 is equal to  5,train
ATIS_train_3105,what is the earliest flight from ontario to memphis ,return flight ;return #1 from  ontario ;return #2 to memphis ;return earliest #3,train
